Timestamp,VAG_DPF_SOOT_CALC,VAG_DPF_SOOT_MEAS,VAG_DPF_OIL_ASH,VAG_KILOMETERS_SINCE_REGEN,VAG_EXHAUST_TEMP_TURBO,VAG_EXHAUST_TEMP_DPF_IN,VAG_DIFFERENTIAL_PRESSURE,VAG_OIL_TEMP
11:25:40,,,,,,,,
11:25:40,,,,,,,,
11:25:40,74,,,,,,,
11:25:40,,70,,,,,,
11:25:40,,,56,,,,,
11:25:40,,,,32,,,,
11:25:40,,,,,56,,,
11:25:40,,,,,,10,,
11:25:40,,,,,,,23,
11:25:40,,,,,,,,47
11:25:40,,,,,,,,
11:25:41,,,,,,,,
11:25:41,55,,,,,,,
11:25:41,,33,,,,,,
11:25:41,,,63,,,,,
11:25:41,,,,77,,,,
11:25:41,,,,,72,,,
11:25:41,,,,,,96,,
11:25:41,,,,,,,13,
11:25:41,,,,,,,,90
11:25:41,,,,,,,,
11:25:41,,,,,,,,
11:25:41,99,,,,,,,
11:25:41,,11,,,,,,
11:25:41,,,84,,,,,
11:25:41,,,,45,,,,
11:25:41,,,,,18,,,
11:25:42,,,,,,88,,
11:25:42,,,,,,,55,
11:25:42,,,,,,,,98
11:25:42,,,,,,,,
11:25:42,,,,,,,,
11:25:42,19,,,,,,,
11:25:42,,37,,,,,,
11:25:42,,,14,,,,,
11:25:42,,,,49,,,,
11:25:42,,,,,32,,,
11:25:42,,,,,,50,,
11:25:42,,,,,,,97,
11:25:42,,,,,,,,19
11:25:42,,,,,,,,
11:25:42,,,,,,,,
11:25:42,59,,,,,,,
11:25:42,,24,,,,,,
11:25:43,,,33,,,,,
11:25:43,,,,28,,,,
11:25:43,,,,,48,,,
11:25:43,,,,,,31,,
11:25:43,,,,,,,89,
11:25:43,,,,,,,,8
11:25:43,,,,,,,,
11:25:43,,,,,,,,
11:25:43,89,,,,,,,
11:25:43,,76,,,,,,
11:25:43,,,100,,,,,
11:25:43,,,,72,,,,
11:25:43,,,,,50,,,
11:25:43,,,,,,56,,
11:25:43,,,,,,,90,
11:25:43,,,,,,,,52
11:25:43,,,,,,,,
11:25:43,,,,,,,,
11:25:44,57,,,,,,,
11:25:44,,87,,,,,,
11:25:44,,,22,,,,,
11:25:44,,,,6,,,,
11:25:44,,,,,63,,,
11:25:44,,,,,,4,,
11:25:44,,,,,,,39,
11:25:44,,,,,,,,33
11:25:44,,,,,,,,
11:25:44,,,,,,,,
11:25:44,65,,,,,,,
11:25:44,,31,,,,,,
11:25:44,,,82,,,,,
11:25:44,,,,74,,,,
11:25:44,,,,,22,,,
11:25:44,,,,,,5,,
11:25:45,,,,,,,32,
11:25:45,,,,,,,,85
11:25:45,,,,,,,,
11:25:45,,,,,,,,
11:25:45,38,,,,,,,
11:25:45,,44,,,,,,
11:25:45,,,27,,,,,
11:25:45,,,,19,,,,
11:25:45,,,,,52,,,
11:25:45,,,,,,80,,
11:25:45,,,,,,,59,
11:25:45,,,,,,,,11
11:25:45,,,,,,,,
11:25:45,,,,,,,,
11:25:45,38,,,,,,,
11:25:45,,98,,,,,,
11:25:45,,,74,,,,,
11:25:46,,,,19,,,,
11:25:46,,,,,97,,,
11:25:46,,,,,,99,,
11:25:46,,,,,,,69,
11:25:46,,,,,,,,61
11:25:46,,,,,,,,
11:25:46,,,,,,,,
11:25:46,93,,,,,,,
11:25:46,,94,,,,,,
11:25:46,,,100,,,,,
11:25:46,,,,11,,,,
11:25:46,,,,,50,,,
11:25:46,,,,,,40,,
11:25:46,,,,,,,36,
11:25:46,,,,,,,,33
11:25:46,,,,,,,,
11:25:47,,,,,,,,
11:25:47,25,,,,,,,
11:25:47,,60,,,,,,
11:25:47,,,24,,,,,
11:25:47,,,,25,,,,
11:25:47,,,,,66,,,
11:25:47,,,,,,25,,
11:25:47,,,,,,,5,
11:25:47,,,,,,,,79
11:25:47,,,,,,,,
11:25:47,,,,,,,,
11:25:47,62,,,,,,,
11:25:47,,41,,,,,,
11:25:47,,,79,,,,,
11:25:47,,,,91,,,,
11:25:47,,,,,50,,,
11:25:47,,,,,,77,,
11:25:48,,,,,,,53,
11:25:48,,,,,,,,47
11:25:48,,,,,,,,
11:25:48,,,,,,,,
11:25:48,77,,,,,,,
11:25:48,,84,,,,,,
11:25:48,,,28,,,,,
11:25:48,,,,25,,,,
11:25:48,,,,,56,,,
11:25:48,,,,,,23,,
11:25:48,,,,,,,15,
11:25:48,,,,,,,,52
11:25:48,,,,,,,,
11:25:48,,,,,,,,
11:25:48,53,,,,,,,
11:25:48,,30,,,,,,
11:25:48,,,5,,,,,
11:25:49,,,,81,,,,
11:25:49,,,,,36,,,
11:25:49,,,,,,13,,
11:25:49,,,,,,,0,
11:25:49,,,,,,,,16
11:25:49,,,,,,,,
11:25:49,,,,,,,,
11:25:49,64,,,,,,,
11:25:49,,89,,,,,,
11:25:49,,,60,,,,,
11:25:49,,,,92,,,,
11:25:49,,,,,12,,,
11:25:49,,,,,,85,,
11:25:49,,,,,,,74,
11:25:49,,,,,,,,32
11:25:49,,,,,,,,
11:25:49,,,,,,,,
11:25:50,11,,,,,,,
11:25:50,,75,,,,,,
11:25:50,,,71,,,,,
11:25:50,,,,4,,,,
11:25:50,,,,,76,,,
11:25:50,,,,,,64,,
11:25:50,,,,,,,80,
11:25:50,,,,,,,,64
11:25:50,,,,,,,,
11:25:50,,,,,,,,
11:25:50,37,,,,,,,
11:25:50,,18,,,,,,
11:25:50,,,56,,,,,
11:25:50,,,,95,,,,
11:25:50,,,,,24,,,
11:25:50,,,,,,98,,
11:25:50,,,,,,,100,
11:25:51,,,,,,,,57
11:25:51,,,,,,,,
11:25:51,,,,,,,,
11:25:51,91,,,,,,,
11:25:51,,17,,,,,,
11:25:51,,,50,,,,,
11:25:51,,,,49,,,,
11:25:51,,,,,42,,,
11:25:51,,,,,,62,,
11:25:51,,,,,,,81,
11:25:51,,,,,,,,91
11:25:51,,,,,,,,
11:25:51,,,,,,,,
11:25:51,69,,,,,,,
11:25:51,,13,,,,,,
11:25:51,,,63,,,,,
11:25:51,,,,71,,,,
11:25:52,,,,,67,,,
11:25:52,,,,,,7,,
11:25:52,,,,,,,86,
11:25:52,,,,,,,,57
11:25:52,,,,,,,,
11:25:52,,,,,,,,
11:25:52,66,,,,,,,
11:25:52,,100,,,,,,
11:25:52,,,83,,,,,
11:25:52,,,,14,,,,
11:25:52,,,,,3,,,
11:25:52,,,,,,80,,
11:25:52,,,,,,,89,
11:25:52,,,,,,,,91
11:25:52,,,,,,,,
11:25:52,,,,,,,,
11:25:52,60,,,,,,,
11:25:52,,59,,,,,,
11:25:53,,,25,,,,,
11:25:53,,,,56,,,,
11:25:53,,,,,14,,,
11:25:53,,,,,,17,,
11:25:53,,,,,,,14,
11:25:53,,,,,,,,66
11:25:53,,,,,,,,
11:25:53,,,,,,,,
11:25:53,22,,,,,,,
11:25:53,,16,,,,,,
11:25:53,,,91,,,,,
11:25:53,,,,3,,,,
11:25:53,,,,,11,,,
11:25:53,,,,,,30,,
11:25:53,,,,,,,30,
11:25:53,,,,,,,,73
11:25:53,,,,,,,,
11:25:54,,,,,,,,
11:25:54,100,,,,,,,
11:25:54,,41,,,,,,
11:25:54,,,23,,,,,
11:25:54,,,,28,,,,
11:25:54,,,,,94,,,
11:25:54,,,,,,15,,
11:25:54,,,,,,,4,
11:25:54,,,,,,,,29
11:25:54,,,,,,,,
11:25:54,,,,,,,,
11:25:54,63,,,,,,,
11:25:54,,79,,,,,,
11:25:54,,,67,,,,,
11:25:54,,,,75,,,,
11:25:54,,,,,47,,,
11:25:54,,,,,,3,,
11:25:55,,,,,,,65,
11:25:55,,,,,,,,1
11:25:55,,,,,,,,
11:25:55,,,,,,,,
11:25:55,94,,,,,,,
11:25:55,,15,,,,,,
11:25:55,,,15,,,,,
11:25:55,,,,2,,,,
11:25:55,,,,,37,,,
11:25:55,,,,,,91,,
11:25:55,,,,,,,25,
11:25:55,,,,,,,,51
11:25:55,,,,,,,,
11:25:55,,,,,,,,
11:25:55,47,,,,,,,
11:25:55,,85,,,,,,
11:25:56,,,71,,,,,
11:25:56,,,,34,,,,
11:25:56,,,,,33,,,
11:25:56,,,,,,37,,
11:25:56,,,,,,,3,
11:25:56,,,,,,,,50
11:25:56,,,,,,,,
11:25:56,,,,,,,,
11:25:56,65,,,,,,,
11:25:56,,90,,,,,,
11:25:56,,,11,,,,,
11:25:56,,,,14,,,,
11:25:56,,,,,9,,,
11:25:56,,,,,,27,,
11:25:56,,,,,,,7,
11:25:56,,,,,,,,70
11:25:56,,,,,,,,
11:25:57,,,,,,,,
11:25:57,97,,,,,,,
11:25:57,,30,,,,,,
11:25:57,,,63,,,,,
11:25:57,,,,23,,,,
11:25:57,,,,,65,,,
11:25:57,,,,,,11,,
11:25:57,,,,,,,86,
11:25:57,,,,,,,,25
11:25:57,,,,,,,,
11:25:57,,,,,,,,
11:25:57,38,,,,,,,
11:25:57,,87,,,,,,
11:25:57,,,2,,,,,
11:25:57,,,,79,,,,
11:25:57,,,,,25,,,
11:25:58,,,,,,87,,
11:25:58,,,,,,,59,
11:25:58,,,,,,,,48
11:25:58,,,,,,,,
11:25:58,,,,,,,,
11:25:58,88,,,,,,,
11:25:58,,73,,,,,,
11:25:58,,,23,,,,,
11:25:58,,,,58,,,,
11:25:58,,,,,7,,,
11:25:58,,,,,,42,,
11:25:58,,,,,,,50,
11:25:58,,,,,,,,91
11:25:58,,,,,,,,
11:25:58,,,,,,,,
11:25:58,74,,,,,,,
11:25:58,,33,,,,,,
11:25:58,,,73,,,,,
11:25:59,,,,21,,,,
11:25:59,,,,,50,,,
11:25:59,,,,,,68,,
11:25:59,,,,,,,66,
11:25:59,,,,,,,,24
11:25:59,,,,,,,,
11:25:59,,,,,,,,
11:25:59,80,,,,,,,
11:25:59,,68,,,,,,
11:25:59,,,27,,,,,
11:25:59,,,,67,,,,
11:25:59,,,,,20,,,
11:25:59,,,,,,45,,
11:25:59,,,,,,,34,
11:25:59,,,,,,,,11
11:25:59,,,,,,,,
11:26:00,,,,,,,,
11:26:00,22,,,,,,,
11:26:00,,41,,,,,,
11:26:00,,,67,,,,,
11:26:00,,,,14,,,,
11:26:00,,,,,48,,,
11:26:00,,,,,,5,,
11:26:00,,,,,,,9,
11:26:00,,,,,,,,100
11:26:00,,,,,,,,
11:26:00,,,,,,,,
11:26:00,62,,,,,,,
11:26:00,,23,,,,,,
11:26:00,,,43,,,,,
11:26:00,,,,67,,,,
11:26:00,,,,,46,,,
11:26:01,,,,,,54,,
11:26:01,,,,,,,42,
11:26:01,,,,,,,,42
11:26:01,,,,,,,,
11:26:01,,,,,,,,
11:26:01,2,,,,,,,
11:26:01,,89,,,,,,
11:26:01,,,19,,,,,
11:26:01,,,,74,,,,
11:26:01,,,,,13,,,
11:26:01,,,,,,10,,
11:26:01,,,,,,,33,
11:26:01,,,,,,,,67
11:26:01,,,,,,,,
11:26:01,,,,,,,,
11:26:01,99,,,,,,,
11:26:02,,0,,,,,,
11:26:02,,,90,,,,,
11:26:02,,,,92,,,,
11:26:02,,,,,84,,,
11:26:02,,,,,,20,,
11:26:02,,,,,,,64,
11:26:02,,,,,,,,64
11:26:02,,,,,,,,
11:26:02,,,,,,,,
11:26:02,74,,,,,,,
11:26:02,,92,,,,,,
11:26:02,,,7,,,,,
11:26:02,,,,39,,,,
11:26:02,,,,,35,,,
11:26:02,,,,,,88,,
11:26:02,,,,,,,95,
11:26:03,,,,,,,,82
11:26:03,,,,,,,,
11:26:03,,,,,,,,
11:26:03,38,,,,,,,
11:26:03,,68,,,,,,
11:26:03,,,24,,,,,
11:26:03,,,,33,,,,
11:26:03,,,,,84,,,
11:26:03,,,,,,78,,
11:26:03,,,,,,,37,
11:26:03,,,,,,,,51
11:26:03,,,,,,,,
11:26:03,,,,,,,,
11:26:03,79,,,,,,,
11:26:03,,92,,,,,,
11:26:03,,,48,,,,,
11:26:03,,,,65,,,,
11:26:04,,,,,24,,,
11:26:04,,,,,,25,,
11:26:04,,,,,,,58,
11:26:04,,,,,,,,26
11:26:04,,,,,,,,
11:26:04,,,,,,,,
11:26:04,60,,,,,,,
11:26:04,,5,,,,,,
11:26:04,,,32,,,,,
11:26:04,,,,9,,,,
11:26:04,,,,,59,,,
11:26:04,,,,,,87,,
11:26:04,,,,,,,31,
11:26:04,,,,,,,,64
11:26:04,,,,,,,,
11:26:04,,,,,,,,
11:26:05,41,,,,,,,
11:26:05,,36,,,,,,
11:26:05,,,100,,,,,
11:26:05,,,,95,,,,
11:26:05,,,,,86,,,
11:26:05,,,,,,32,,
11:26:05,,,,,,,60,
11:26:05,,,,,,,,12
11:26:05,,,,,,,,
11:26:05,,,,,,,,
11:26:05,31,,,,,,,
11:26:05,,36,,,,,,
11:26:05,,,38,,,,,
11:26:05,,,,49,,,,
11:26:05,,,,,32,,,
11:26:05,,,,,,10,,
11:26:06,,,,,,,51,
11:26:06,,,,,,,,16
11:26:06,,,,,,,,
11:26:06,,,,,,,,
11:26:06,0,,,,,,,
11:26:06,,28,,,,,,
11:26:06,,,2,,,,,
11:26:06,,,,60,,,,
11:26:06,,,,,45,,,
11:26:06,,,,,,49,,
11:26:06,,,,,,,96,
11:26:06,,,,,,,,18
11:26:06,,,,,,,,
11:26:06,,,,,,,,
11:26:06,62,,,,,,,
11:26:06,,62,,,,,,
11:26:07,,,69,,,,,
11:26:07,,,,49,,,,
11:26:07,,,,,59,,,
11:26:07,,,,,,3,,
11:26:07,,,,,,,37,
11:26:07,,,,,,,,47
11:26:07,,,,,,,,
11:26:07,,,,,,,,
11:26:07,99,,,,,,,
11:26:07,,36,,,,,,
11:26:07,,,81,,,,,
11:26:07,,,,11,,,,
11:26:07,,,,,44,,,
11:26:07,,,,,,86,,
11:26:07,,,,,,,0,
11:26:07,,,,,,,,54
11:26:07,,,,,,,,
11:26:08,,,,,,,,
11:26:08,27,,,,,,,
11:26:08,,100,,,,,,
11:26:08,,,93,,,,,
11:26:08,,,,31,,,,
11:26:08,,,,,86,,,
11:26:08,,,,,,97,,
11:26:08,,,,,,,69,
11:26:08,,,,,,,,76
11:26:08,,,,,,,,
11:26:08,,,,,,,,
11:26:08,97,,,,,,,
11:26:08,,68,,,,,,
11:26:08,,,60,,,,,
11:26:08,,,,73,,,,
11:26:08,,,,,56,,,
11:26:09,,,,,,83,,
11:26:09,,,,,,,23,
11:26:09,,,,,,,,56
11:26:09,,,,,,,,
11:26:09,,,,,,,,
11:26:09,58,,,,,,,
11:26:09,,48,,,,,,
11:26:09,,,17,,,,,
11:26:09,,,,19,,,,
11:26:09,,,,,91,,,
11:26:09,,,,,,45,,
11:26:09,,,,,,,78,
11:26:09,,,,,,,,6
11:26:09,,,,,,,,
11:26:09,,,,,,,,
11:26:09,12,,,,,,,
11:26:10,,41,,,,,,
11:26:10,,,46,,,,,
11:26:10,,,,39,,,,
11:26:10,,,,,100,,,
11:26:10,,,,,,45,,
11:26:10,,,,,,,42,
11:26:10,,,,,,,,51
11:26:10,,,,,,,,
11:26:10,,,,,,,,
11:26:10,46,,,,,,,
11:26:10,,14,,,,,,
11:26:10,,,29,,,,,
11:26:10,,,,39,,,,
11:26:10,,,,,96,,,
11:26:10,,,,,,42,,
11:26:10,,,,,,,50,
11:26:11,,,,,,,,52
11:26:11,,,,,,,,
11:26:11,,,,,,,,
11:26:11,38,,,,,,,
11:26:11,,0,,,,,,
11:26:11,,,81,,,,,
11:26:11,,,,64,,,,
11:26:11,,,,,68,,,
11:26:11,,,,,,48,,
11:26:11,,,,,,,20,
11:26:11,,,,,,,,41
11:26:11,,,,,,,,
11:26:11,,,,,,,,
11:26:11,1,,,,,,,
11:26:11,,43,,,,,,
11:26:11,,,63,,,,,
11:26:12,,,,19,,,,
11:26:12,,,,,35,,,
11:26:12,,,,,,56,,
11:26:12,,,,,,,92,
11:26:12,,,,,,,,37
11:26:12,,,,,,,,
11:26:12,,,,,,,,
11:26:12,74,,,,,,,
11:26:12,,60,,,,,,
11:26:12,,,50,,,,,
11:26:12,,,,57,,,,
11:26:12,,,,,7,,,
11:26:12,,,,,,14,,
11:26:12,,,,,,,14,
11:26:12,,,,,,,,85
11:26:12,,,,,,,,
11:26:13,,,,,,,,
11:26:13,11,,,,,,,
11:26:13,,51,,,,,,
11:26:13,,,92,,,,,
11:26:13,,,,38,,,,
11:26:13,,,,,42,,,
11:26:13,,,,,,31,,
11:26:13,,,,,,,86,
11:26:13,,,,,,,,21
11:26:13,,,,,,,,
11:26:13,,,,,,,,
11:26:13,27,,,,,,,
11:26:13,,20,,,,,,
11:26:13,,,88,,,,,
11:26:13,,,,37,,,,
11:26:13,,,,,38,,,
11:26:13,,,,,,56,,
11:26:14,,,,,,,28,
11:26:14,,,,,,,,44
11:26:14,,,,,,,,
11:26:14,,,,,,,,
11:26:14,94,,,,,,,
11:26:14,,58,,,,,,
11:26:14,,,94,,,,,
11:26:14,,,,91,,,,
11:26:14,,,,,52,,,
11:26:14,,,,,,54,,
11:26:14,,,,,,,89,
11:26:14,,,,,,,,53
11:26:14,,,,,,,,
11:26:14,,,,,,,,
11:26:14,24,,,,,,,
11:26:14,,45,,,,,,
11:26:15,,,88,,,,,
11:26:15,,,,26,,,,
11:26:15,,,,,72,,,
11:26:15,,,,,,51,,
11:26:15,,,,,,,12,
11:26:15,,,,,,,,11
11:26:15,,,,,,,,
11:26:15,,,,,,,,
11:26:15,13,,,,,,,
11:26:15,,80,,,,,,
11:26:15,,,55,,,,,
11:26:15,,,,22,,,,
11:26:15,,,,,79,,,
11:26:15,,,,,,10,,
11:26:15,,,,,,,31,
11:26:15,,,,,,,,90
11:26:16,,,,,,,,
11:26:16,,,,,,,,
11:26:16,4,,,,,,,
11:26:16,,35,,,,,,
11:26:16,,,55,,,,,
11:26:16,,,,52,,,,
11:26:16,,,,,59,,,
11:26:16,,,,,,29,,
11:26:16,,,,,,,65,
11:26:16,,,,,,,,1
11:26:16,,,,,,,,
11:26:16,,,,,,,,
11:26:16,33,,,,,,,
11:26:16,,73,,,,,,
11:26:16,,,4,,,,,
11:26:16,,,,7,,,,
11:26:17,,,,,68,,,
11:26:17,,,,,,73,,
11:26:17,,,,,,,29,
11:26:17,,,,,,,,93
11:26:17,,,,,,,,
11:26:17,,,,,,,,
11:26:17,12,,,,,,,
11:26:17,,14,,,,,,
11:26:17,,,88,,,,,
11:26:17,,,,82,,,,
11:26:17,,,,,6,,,
11:26:17,,,,,,57,,
11:26:17,,,,,,,96,
11:26:17,,,,,,,,25
11:26:17,,,,,,,,
11:26:17,,,,,,,,
11:26:18,27,,,,,,,
11:26:18,,6,,,,,,
11:26:18,,,25,,,,,
11:26:18,,,,7,,,,
11:26:18,,,,,47,,,
11:26:18,,,,,,90,,
11:26:18,,,,,,,96,
11:26:18,,,,,,,,65
11:26:18,,,,,,,,
11:26:18,,,,,,,,
11:26:18,93,,,,,,,
11:26:18,,60,,,,,,
11:26:18,,,56,,,,,
11:26:18,,,,66,,,,
11:26:18,,,,,48,,,
11:26:18,,,,,,99,,
11:26:18,,,,,,,98,
11:26:19,,,,,,,,91
11:26:19,,,,,,,,
11:26:19,,,,,,,,
11:26:19,64,,,,,,,
11:26:19,,60,,,,,,
11:26:19,,,94,,,,,
11:26:19,,,,45,,,,
11:26:19,,,,,38,,,
11:26:19,,,,,,63,,
11:26:19,,,,,,,27,
11:26:19,,,,,,,,16
11:26:19,,,,,,,,
11:26:19,,,,,,,,
11:26:19,60,,,,,,,
11:26:19,,31,,,,,,
11:26:19,,,35,,,,,
11:26:20,,,,92,,,,
11:26:20,,,,,84,,,
11:26:20,,,,,,100,,
11:26:20,,,,,,,41,
11:26:20,,,,,,,,11
11:26:20,,,,,,,,
11:26:20,,,,,,,,
11:26:20,97,,,,,,,
11:26:20,,35,,,,,,
11:26:20,,,68,,,,,
11:26:20,,,,93,,,,
11:26:20,,,,,87,,,
11:26:20,,,,,,67,,
11:26:20,,,,,,,7,
11:26:20,,,,,,,,2
11:26:20,,,,,,,,
11:26:21,,,,,,,,
11:26:21,50,,,,,,,
11:26:21,,98,,,,,,
11:26:21,,,91,,,,,
11:26:21,,,,80,,,,
11:26:21,,,,,8,,,
11:26:21,,,,,,50,,
11:26:21,,,,,,,9,
11:26:21,,,,,,,,63
11:26:21,,,,,,,,
11:26:21,,,,,,,,
11:26:21,58,,,,,,,
11:26:21,,17,,,,,,
11:26:21,,,65,,,,,
11:26:21,,,,96,,,,
11:26:21,,,,,5,,,
11:26:22,,,,,,51,,
11:26:22,,,,,,,20,
11:26:22,,,,,,,,53
11:26:22,,,,,,,,
11:26:22,,,,,,,,
11:26:22,37,,,,,,,
11:26:22,,84,,,,,,
11:26:22,,,95,,,,,
11:26:22,,,,59,,,,
11:26:22,,,,,44,,,
11:26:22,,,,,,96,,
11:26:22,,,,,,,69,
11:26:22,,,,,,,,35
11:26:22,,,,,,,,
11:26:22,,,,,,,,
11:26:22,77,,,,,,,
11:26:23,,36,,,,,,
11:26:23,,,92,,,,,
11:26:23,,,,43,,,,
11:26:23,,,,,76,,,
11:26:23,,,,,,76,,
11:26:23,,,,,,,74,
11:26:23,,,,,,,,54
11:26:23,,,,,,,,
11:26:23,,,,,,,,
11:26:23,89,,,,,,,
11:26:23,,82,,,,,,
11:26:23,,,74,,,,,
11:26:23,,,,5,,,,
11:26:23,,,,,30,,,
11:26:23,,,,,,90,,
11:26:23,,,,,,,53,
11:26:23,,,,,,,,48
11:26:24,,,,,,,,
11:26:24,,,,,,,,
11:26:24,48,,,,,,,
11:26:24,,75,,,,,,
11:26:24,,,26,,,,,
11:26:24,,,,85,,,,
11:26:24,,,,,50,,,
11:26:24,,,,,,7,,
11:26:24,,,,,,,52,
11:26:24,,,,,,,,21
11:26:24,,,,,,,,
11:26:24,,,,,,,,
11:26:24,24,,,,,,,
11:26:24,,28,,,,,,
11:26:24,,,11,,,,,
11:26:24,,,,43,,,,
11:26:24,,,,,49,,,
11:26:24,,,,,,44,,
11:26:25,,,,,,,20,
11:26:25,,,,,,,,36
11:26:25,,,,,,,,
11:26:25,,,,,,,,
11:26:25,16,,,,,,,
11:26:25,,83,,,,,,
11:26:25,,,56,,,,,
11:26:25,,,,7,,,,
11:26:25,,,,,88,,,
11:26:25,,,,,,89,,
11:26:25,,,,,,,33,
